Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19,2656212826.0,Utama,Properties & Real Estate,50,132810641300.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
RCCC,Utama Radar Cahaya Tbk.,2022-08-02,750000000.0,Akselerasi,Transportation & Logistic,99,74250000000.0,2022-08-02 09:00:00,2022-12-19 15:59:00,2022-08-02 09:00:00,2022-12-19 15:00:00,2022-08-02,2022-12-19
RDTX,Roda Vivatex Tbk,1990-05-14,268800000.0,Utama,Properties & Real Estate,9250,2486400000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
REAL,Repower Asia Indonesia Tbk.,2019-12-06,6633610151.0,Pengembangan,Properties & Real Estate,50,331680507550.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-12-06,2022-12-16
RELI,Reliance Sekuritas Indonesia T,2005-07-13,1800000000.0,Utama,Financials,575,1035000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2005-07-13,2022-12-19
RICY,Ricky Putra Globalindo Tbk,1998-01-22,641717510.0,Utama,Consumer Cyclicals,91,58396293410.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05,609130000.0,Pengembangan,Energy,498,303346740000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
RIMO,Rimo International Lestari Tbk,2000-11-10,45080600000.0,Pengembangan,Properties & Real Estate,50,2254030000000.0,,,,,2001-04-16,2022-12-16
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09,10945000000.0,Pengembangan,Consumer Cyclicals,1010,11054450000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-09,2022-12-19
RMBA,Bentoel Internasional Investam,1990-03-05,36401136250.0,Utama,Consumer Non-Cyclicals,306,11138747692500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2022-04-18,2022-12-16
RMKE,RMK Energy Tbk.,2021-12-07,4375000000.0,Utama,Energy,930,4068750000000.0,2021-12-07 09:00:00,2022-12-19 15:59:00,2021-12-07 09:00:00,2022-12-19 15:00:00,2021-12-07,2022-12-19
ROCK,Rockfields Properti Indonesia ,2020-09-10,1435185100.0,Pengembangan,Properties & Real Estate,336,482222193600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-10 09:00:00,2022-12-19 15:00:00,2020-09-10,2022-12-16
RODA,Pikko Land Development Tbk.,2001-10-22,13592128209.0,Pengembangan,Properties & Real Estate,70,951448974630.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-10-22,2022-12-19
RONY,Aesler Grup Internasional Tbk.,2020-04-09,1250000000.0,Pengembangan,Infrastructures,800,1000000000000.0,2021-11-01 09:00:00,2021-12-31 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-04-09,2022-12-16
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28,6186488888.0,Utama,Consumer Non-Cyclicals,1265,7825908443320.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2022-04-18,2022-12-19
RSGK,Kedoya Adyaraya Tbk.,2021-09-08,929675000.0,Utama,Healthcare,1070,994752250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-09-08 09:00:00,2022-12-19 15:00:00,2021-09-08,2022-12-19
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12,770000000.0,Pengembangan,Energy,202,155540000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2022-04-18,2022-12-19
RUNS,Global Sukses Solusi Tbk.,2021-09-08,983557875.0,Akselerasi,Technology,165,162287049375.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-09-08 09:00:00,2022-12-19 15:00:00,2021-09-08,2022-12-19
SAFE,Steady Safe Tbk,1994-08-15,615145012.0,Pengembangan,Transportation & Logistic,224,137792482688.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SAME,Sarana Meditama Metropolitan T,2013-01-11,17113987263.0,Pengembangan,Healthcare,312,5339564026056.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-01-11,2022-12-19
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31,5125000000.0,Utama,Basic Materials,484,2480500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-03-31,2022-12-19
SAPX,Satria Antaran Prima Tbk.,2018-10-03,833333300.0,Pengembangan,Transportation & Logistic,710,591666643000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-03,2022-12-19
SATU,Kota Satu Properti Tbk.,2018-11-05,1375000000.0,Pengembangan,Properties & Real Estate,70,96250000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-11-05,2022-12-19
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08,4752933307.0,Pengembangan,Consumer Cyclicals,50,237646665350.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-04-08,2022-12-19
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08,929483277.0,Pengembangan,Basic Materials,204,189614588508.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-09-08 09:00:00,2022-12-19 15:00:00,2021-09-08,2022-12-19
SCCO,Supreme Cable Manufacturing & ,1982-07-20,205583400.0,Utama,Industrials,8750,1798854750000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SCMA,Surya Citra Media Tbk.,2002-07-16,73970569505.0,Utama,Consumer Cyclicals,208,15385878457040.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2002-07-16,2022-12-19
SCNP,Selaras Citra Nusantara Perkas,2020-09-07,2500000000.0,Pengembangan,Consumer Cyclicals,240,600000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-07 09:00:00,2022-12-19 15:00:00,2020-09-07,2022-12-19
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08,3600000.0,Pengembangan,Healthcare,0,0.0,2021-11-01 09:00:00,2022-12-19 21:30:00,2020-04-16 09:00:00,2022-12-19 21:30:00,2001-04-16,2022-12-19
SDMU,Sidomulyo Selaras Tbk.,2011-07-12,1135225000.0,Pengembangan,Transportation & Logistic,73,82871425000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-07-12,2022-12-19
SDPC,Millennium Pharmacon Internati,1990-05-07,1274000000.0,Utama,Consumer Non-Cyclicals,282,359268000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15,8482552020.0,Utama,Financials,570,4835054651400.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-12-15,2022-12-19
SEMA,Semacom Integrated Tbk.,2022-01-10,1347000000.0,Pengembangan,Energy,119,160293000000.0,2022-01-10 09:00:00,2022-12-19 15:59:00,2022-01-10 09:00:00,2022-12-19 15:00:00,2022-01-10,2022-12-19
SFAN,Surya Fajar Capital Tbk.,2019-06-19,1359934021.0,Pengembangan,Financials,2000,2719868042000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-06-19,2022-12-19
SGER,Sumber Global Energy Tbk.,2020-08-10,1959427139.0,Pengembangan,Energy,640,1254033368960.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-08-10 09:00:00,2022-12-19 15:00:00,2020-08-10,2022-12-19
SGRO,Sampoerna Agro Tbk.,2007-06-18,1818622000.0,Utama,Consumer Non-Cyclicals,2110,3837292420000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-06-18,2022-12-19
SHID,Hotel Sahid Jaya International,1990-05-08,1119326168.0,Pengembangan,Consumer Cyclicals,2280,2552063663040.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16,2719790000.0,Pengembangan,Energy,880,2393415200000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-06-16,2022-12-19
SICO,Sigma Energy Compressindo Tbk.,2022-04-08,910000000.0,Pengembangan,Energy,168,152880000000.0,2022-04-08 09:00:00,2022-12-19 15:59:00,2022-04-08 09:00:00,2022-12-19 15:00:00,2022-04-08,2022-12-19
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18,30000000000.0,Utama,Healthcare,740,22200000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-12-18,2022-12-19
SILO,Siloam International Hospitals,2013-09-12,13006125000.0,Utama,Healthcare,1255,16322686875000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-09-12,2022-12-19
SIMA,Siwani Makmur Tbk,1994-06-03,442589871.0,Pengembangan,Basic Materials,50,22129493550.0,,,,,2001-04-16,2022-12-16
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09,15816310000.0,Utama,Consumer Non-Cyclicals,418,6611217580000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-06-09,2022-12-19
SINI,Singaraja Putra Tbk.,2019-11-08,471826150.0,Pengembangan,Industrials,760,358587874000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-11-08,2022-12-19
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27,1339102579.0,Pengembangan,Consumer Non-Cyclicals,1210,1620314120590.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SKBM,Sekar Bumi Tbk.,2012-09-28,1730103217.0,Pengembangan,Consumer Non-Cyclicals,382,660899428894.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-09-28,2022-12-19
SKLT,Sekar Laut Tbk.,1993-09-08,690740500.0,Pengembangan,Consumer Non-Cyclicals,1940,1340036570000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11,1500000000.0,Pengembangan,Industrials,2230,3345000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-11,2022-12-19
SKYB,Northcliff Citranusa Indonesia,2010-07-07,585000000.0,Pengembangan,Technology,51,29835000000.0,,,,,2010-07-07,2022-12-16
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07,2000000000.0,Pengembangan,Consumer Cyclicals,292,584000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-10-07,2022-12-19
SMAR,Smart Tbk.,1992-11-20,2872193366.0,Pengembangan,Consumer Non-Cyclicals,4990,14332244896340.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMBR,Semen Baturaja (Persero) Tbk.,2013-06-28,9932534336.0,Utama,Basic Materials,392,3893553459712.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-06-28,2022-12-19
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10,9019381973.0,Utama,Basic Materials,1450,13078103860850.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12,4772138237.0,Pengembangan,Properties & Real Estate,181,863757020897.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMDR,Samudera Indonesia  Tbk.,1999-07-05,3275120000.0,Utama,Transportation & Logistic,1980,6484737600000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08,5931520000.0,Utama,Basic Materials,6950,41224064000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11,3405598451.0,Utama,Basic Materials,246,837777218946.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-07-11,2022-12-19
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09,1253000000.0,Akselerasi,Infrastructures,575,720475000000.0,2022-03-09 09:00:00,2022-12-19 15:59:00,2022-03-09 09:00:00,2022-12-19 15:00:00,2022-03-09,2022-12-19
SMMA,Sinarmas Multiartha Tbk.,1995-07-05,6367664717.0,Utama,Financials,12450,79277425726650.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2001-04-16,2022-12-16
SMMT,Golden Eagle Energy Tbk.,1997-12-01,3150000000.0,Pengembangan,Energy,695,2189250000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMRA,Summarecon Agung Tbk.,1990-05-07,16508568358.0,Utama,Properties & Real Estate,620,10235312381960.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SMRU,SMR Utama Tbk.,2011-10-10,12499385782.0,Pengembangan,Energy,50,624969289100.0,,,,,2011-10-10,2022-12-16
SMSM,Selamat Sempurna Tbk.,1996-09-09,5758675440.0,Utama,Consumer Cyclicals,1450,8350079388000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29,450000000.0,Pengembangan,Consumer Cyclicals,820,369000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-03-29 09:00:00,2022-12-19 15:00:00,2021-03-29,2022-12-19
SOCI,Soechi Lines Tbk.,2014-12-03,7059000000.0,Utama,Energy,186,1312974000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-12-03,2022-12-19
SOFA,Boston Furniture Industries Tb,2020-07-07,1653574499.0,Akselerasi,Consumer Cyclicals,28,46300085972.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-07-07 09:00:00,2022-12-19 15:00:00,2020-07-07,2022-12-19
SOHO,Soho Global Health Tbk.,2020-09-08,1269168239.0,Utama,Healthcare,5700,7234258962300.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-08 09:00:00,2022-12-19 15:00:00,2020-09-08,2022-12-19
SONA,Sona Topas Tourism Industry Tb,1992-07-21,331200000.0,Utama,Consumer Cyclicals,4400,1457280000000.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2001-04-16,2022-12-16
SOSS,Shield On Service Tbk.,2018-11-06,660098805.0,Pengembangan,Industrials,472,311566635960.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-11-06,2022-12-19
SOTS,Satria Mega Kencana Tbk.,2018-12-10,1000000075.0,Pengembangan,Consumer Cyclicals,320,320000024000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-12-10,2022-12-19
SPMA,Suparma Tbk.,1994-11-16,2791233198.0,Utama,Basic Materials,520,1451441262960.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SPTO,Surya Pertiwi Tbk.,2018-05-14,2700000000.0,Pengembangan,Industrials,550,1485000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-14,2022-12-19
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15,15537591429.0,Pengembangan,Basic Materials,68,1056556217172.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-07-15,2022-12-19
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11,12000705445.0,Utama,Healthcare,670,8040472648150.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-04-11,2022-12-19
SRIL,Sri Rejeki Isman Tbk.,2013-06-17,20452176844.0,Utama,Consumer Cyclicals,146,2986017819224.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-06-17,2022-12-16
SRSN,Indo Acidatama Tbk,1993-01-11,6020000000.0,Utama,Basic Materials,51,307020000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26,13564835000.0,Utama,Financials,2740,37167647900000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-06-26,2022-12-19
SSIA,Surya Semesta Internusa Tbk.,1997-03-27,4705249440.0,Utama,Infrastructures,280,1317469843200.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12,9525000000.0,Utama,Consumer Non-Cyclicals,1515,14430375000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-12-12,2022-12-19
SSTM,Sunson Textile Manufacture Tbk,1997-08-20,1170909181.0,Pengembangan,Consumer Cyclicals,710,831345518510.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
STAA,Sumber Tani Agung Resources Tb,2022-03-10,10903372600.0,Utama,Consumer Non-Cyclicals,1020,11121440052000.0,2022-03-10 09:00:00,2022-12-19 15:59:00,2022-03-10 09:00:00,2022-12-19 15:00:00,2022-03-10,2022-12-19
STAR,Buana Artha Anugerah Tbk.,2011-07-13,4800000602.0,Utama,Financials,138,662400083076.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-07-13,2022-12-16
STTP,Siantar Top Tbk.,1996-12-16,1310000000.0,Pengembangan,Consumer Non-Cyclicals,7500,9825000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
SUGI,Sugih Energy Tbk.,2002-06-19,24811541414.0,Pengembangan,Energy,,,,,,,,
SULI,SLJ Global Tbk.,1994-03-21,3986916802.0,Utama,Basic Materials,166,661828189132.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11,1137579698.0,Pengembangan,Infrastructures,37500,42659238675000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-10-11,2022-12-16
SURE,Super Energy Tbk.,2018-10-05,1497576771.0,Pengembangan,Energy,1695,2538392626845.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-05,2022-12-19
SWAT,Sriwahana Adityakarta Tbk.,2018-06-08,3019200000.0,Pengembangan,Basic Materials,50,150960000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-06-08,2022-12-19
SWID,Saraswanti Indoland Developmen,2022-07-07,5385000000.0,Pengembangan,Properties & Real Estate,98,527730000000.0,2022-07-07 09:00:00,2022-12-19 15:59:00,2022-07-07 09:00:00,2022-12-19 15:00:00,2022-07-07,2022-12-19
TALF,Tunas Alfin Tbk.,2014-01-17,1353435000.0,Pengembangan,Basic Materials,316,427685460000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-01-17,2022-12-19
TAMA,Lancartama Sejati Tbk.,2020-02-10,1000000005.0,Pengembangan,Infrastructures,50,50000000250.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-02-10,2022-12-19
TAMU,Pelayaran Tamarin Samudra Tbk.,2017-05-10,37500000000.0,Pengembangan,Energy,50,1875000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-05-10,2022-12-16
TAPG,Triputra Agro Persada Tbk.,2021-04-12,19852540000.0,Utama,Consumer Non-Cyclicals,650,12904151000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-04-12 09:00:00,2022-12-19 15:00:00,2021-04-12,2022-12-19
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11,10069645750.0,Utama,Properties & Real Estate,50,503482287500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-07-11,2022-12-19
TAXI,Express Transindo Utama Tbk.,2012-11-02,10223647156.0,Utama,Transportation & Logistic,50,511182357800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-11-02,2022-12-16
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06,1098920000.0,Pengembangan,Consumer Non-Cyclicals,745,818695400000.0,2021-12-06 09:00:00,2022-12-19 15:59:00,2021-12-06 09:00:00,2022-12-19 15:00:00,2021-12-06,2022-12-19
TBIG,Tower Bersama Infrastructure T,2010-10-26,22656999445.0,Utama,Infrastructures,2320,52564238712400.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-10-26,2022-12-19
TBLA,Tunas Baru Lampung Tbk.,2000-02-14,5342098939.0,Utama,Consumer Non-Cyclicals,675,3605916783825.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TBMS,Tembaga Mulia Semanan Tbk.,1990-05-23,367340000.0,Pengembangan,Basic Materials,1635,600600900000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TCID,Mandom Indonesia Tbk.,1993-09-30,201066667.0,Utama,Consumer Non-Cyclicals,6025,1211426668675.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TCPI,Transcoal Pacific Tbk.,2018-07-06,5000000000.0,Pengembangan,Energy,8525,42625000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-06,2022-12-19
TDPM,Tridomain Performance Material,2018-04-09,10485050500.0,Utama,Basic Materials,119,1247721009500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-04-09,2022-12-16
TEBE,Dana Brata Luhur Tbk.,2019-11-18,1285000000.0,Pengembangan,Energy,840,1079400000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-11-18,2022-12-19
TECH,Indosterling Technomedia Tbk.,2020-06-04,1256300000.0,Pengembangan,Technology,3980,5000074000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-06-04 09:00:00,2022-12-19 15:00:00,2020-06-04,2022-12-19
TELE,Tiphone Mobile Indonesia Tbk.,2012-01-12,7302194889.0,Utama,Consumer Cyclicals,50,365109744450.0,2022-06-06 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-01-12,2022-12-19
TFAS,Telefast Indonesia Tbk.,2019-09-17,1666666500.0,Pengembangan,Technology,3500,5833332750000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-09-17,2022-12-19
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26,4823076400.0,Pengembangan,Consumer Cyclicals,695,3352038098000.0,2021-11-01 09:00:00,2022-12-02 15:59:00,2020-04-16 09:00:00,2022-12-02 16:00:00,2001-04-16,2022-12-16
TGKA,Tigaraksa Satria Tbk.,1990-06-11,918492750.0,Pengembangan,Consumer Non-Cyclicals,7050,6475373887500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TGRA,Terregra Asia Energy Tbk.,2017-05-16,2750000000.0,Utama,Infrastructures,50,137500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-05-16,2022-12-19
TIFA,KDB Tifa Finance Tbk.,2011-07-08,3552213000.0,Pengembangan,Financials,430,1527451590000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-07-08,2022-12-19
TINS,Timah Tbk.,1995-10-19,7447753454.0,Utama,Basic Materials,1185,8825587842990.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TIRA,Tira Austenite Tbk,1993-07-27,588000000.0,Pengembangan,Industrials,400,235200000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TIRT,Tirta Mahakam Resources Tbk,1999-12-13,1011774750.0,Utama,Basic Materials,52,52612287000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03,3113223570.0,Utama,Basic Materials,7700,23971821489000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
